FID,OBJECTID,GEOID10,ALAND10,AWATER10,POP100,HU100,Type,Res,BG_ID_10,CT_ID_10,BOSNA_R_ID,NSA_NAME,BRA_PD_ID,BRA_PD,ZIPCODE,City_Counc,WARD,ISD_Nbhd,Police_Dis,Fire_Distr,PWD,Shape_Leng,Shape_Area
275,276,250250901003,89013,0,693,303,R,1,250250901003,25025090100,34,Franklin Field North,10,Roxbury,2121,4,14,Roxbury,3,7,3-03:  North Dorchester,0.013120236,9.71842E-06
276,277,250250901002,69095,0,531,237,R,1,250250901002,25025090100,34,Franklin Field North,10,Roxbury,2121,4,14,Roxbury,3,7,3-03:  North Dorchester,0.010913402,7.54394E-06
277,278,250250902003,116881,0,934,308,R,1,250250902003,25025090200,14,Dudley/Brunswick King,10,Roxbury,2121,4,14,Roxbury,2,7,3-03:  North Dorchester,0.017178504,1.27621E-05
278,279,250250902001,72044,0,673,244,R,1,250250902001,25025090200,14,Dudley/Brunswick King,10,Roxbury,2121,4,14,Roxbury,11,7,3-03:  North Dorchester,0.0159395,7.86618E-06
279,280,250250902002,84746,0,626,278,R,1,250250902002,25025090200,14,Dudley/Brunswick King,10,Roxbury,2121,4,14,Roxbury,2,7,3-03:  North Dorchester,0.015482582,9.25317E-06
280,281,250250903003,83053,0,978,422,R,1,250250903003,25025090300,14,Dudley/Brunswick King,10,Roxbury,2121,4,14,Roxbury,2,7,3-03:  North Dorchester,0.013730854,9.06914E-06
281,282,250250903002,162906,0,1310,513,R,1,250250903002,25025090300,14,Dudley/Brunswick King,10,Roxbury,2121,4,14,Roxbury,2,7,3-03:  North Dorchester,0.025425226,1.77879E-05
282,283,250250904003,108017,0,763,254,R,1,250250904003,25025090400,14,Dudley/Brunswick King,10,Roxbury,2125,7,13,Roxbury,2,7,3-03:  North Dorchester,0.020228503,1.1796E-05
283,284,250250903001,134435,0,891,333,R,1,250250903001,25025090300,14,Dudley/Brunswick King,10,Roxbury,2121,4,14,Roxbury,2,7,3-03:  North Dorchester,0.019324306,1.46793E-05
284,285,250250904001,108217,0,871,311,R,1,250250904001,25025090400,14,Dudley/Brunswick King,10,Roxbury,2125,7,13,Roxbury,2,7,3-03:  North Dorchester,0.014083234,1.18177E-05
285,286,250250904002,134382,0,1155,435,R,1,250250904002,25025090400,14,Dudley/Brunswick King,10,Roxbury,2125,7,13,Roxbury,2,7,3-03:  North Dorchester,0.022796618,1.46745E-05
286,287,250250601011,96144,0,881,441,P,0,250250601011,25025060101,60,City Point,3,South Boston,2127,2,6,South Boston,6,6,3-05:  South Boston,0.013369306,1.05025E-05
287,288,250250506002,82933,0,815,312,R,1,250250506002,25025050600,27,Central-Maverick Sq/Paris St,1,East Boston,2128,1,1,East Boston,7,1,1-09:  East Boston,0.016128303,9.06414E-06
288,289,250250909012,900596,293194,2103,1034,I,0,250250909012,25025090901,13,Columbia Pt/Savin Hill,11,North Dorchester,2125,3,13,Dorchester,6,7,3-03:  North Dorchester,0.052997169,0.000130362
289,290,250250910014,364178,10380,667,369,R,1,250250910014,25025091001,13,Columbia Pt/Savin Hill,11,North Dorchester,2125,3,13,Dorchester,6,7,3-03:  North Dorchester,0.035780534,4.09015E-05
290,291,250250611011,49678,0,617,278,P,0,250250611011,25025061101,61,Columbus Park/Andrew Sq,3,South Boston,2127,2,7,South Boston,6,6,3-05:  South Boston,0.012853132,5.42583E-06
291,292,250250003011,221948,0,638,254,R,1,250250003011,25025000301,2,Brighton - Oak Square,8,Allston/Brighton,2135,9,22,Allston/Brighton,14,11,2-04:  Allston/Brighton,0.029092192,2.42523E-05
292,293,250250712011,283944,0,1899,819,R,1,250250712011,25025071201,66,South End - Harrison Lenox,6,South End,2118,2,3,South End,4,4,1-1C: Back Bay/South End/Downtown,0.034818091,3.1019E-05
293,294,250250108022,59439,0,1421,971,R,1,250250108022,25025010802,8,Back Bay West,5,Back Bay/Beacon Hill,2115,8,5,Back Bay,4,4,1-1C: Back Bay/South End/Downtown,0.013187555,6.4944E-06
294,295,250259807001,2887914,53081,6,5,P,0,250259807001,25025980700,55,Metropolitan Hill/Beech St,16,Hyde Park,2136,5,18,Hyde Park,18,12,2-06:  West Roxbury/Roslindale,0.127421911,0.000320901
295,296,250251401061,220485,3116,1395,660,P,0,250251401061,25025140106,55,Metropolitan Hill/Beech St,14,Roslindale,2131,5,18,Roslindale,5,12,2-06:  West Roxbury/Roslindale,0.025096587,2.4402E-05
296,297,250250605011,78181,0,699,375,I,0,250250605011,25025060501,60,City Point,3,South Boston,2127,2,6,South Boston,6,6,3-05:  South Boston,0.013204267,8.54041E-06
297,298,250251204002,144763,0,676,363,R,1,250251204002,25025120400,45,Jamaica Central/South/Sumner,9,Jamaica Plain,2130,6,19,Jamaica Plain,13,9,2-02: Jamaica Plain/Roslindale,0.021101961,1.58069E-05
298,299,250251204005,250276,0,1462,727,R,1,250251204005,25025120400,46,Jamaica Hills/Pond,9,Jamaica Plain,2130,6,19,Jamaica Plain,13,9,2-02: Jamaica Plain/Roslindale,0.024078716,2.73318E-05
299,300,250251204004,251382,0,1862,845,R,1,250251204004,25025120400,45,Jamaica Central/South/Sumner,9,Jamaica Plain,2130,6,19,Jamaica Plain,13,9,2-02: Jamaica Plain/Roslindale,0.024220027,2.7451E-05
300,301,250251204001,164209,0,856,424,R,1,250251204001,25025120400,45,Jamaica Central/South/Sumner,9,Jamaica Plain,2130,6,19,Jamaica Plain,13,9,2-02: Jamaica Plain/Roslindale,0.01983027,1.79316E-05
301,302,250251205001,96804,0,824,334,R,1,250251205001,25025120500,44,Hyde Square,9,Jamaica Plain,2130,6,19,Jamaica Plain,13,9,2-02: Jamaica Plain/Roslindale,0.018923193,1.0572E-05
302,303,250251206002,78227,0,724,354,R,1,250251206002,25025120600,44,Hyde Square,9,Jamaica Plain,2130,6,19,Jamaica Plain,13,9,2-02: Jamaica Plain/Roslindale,0.013933954,8.54293E-06
303,304,250251206003,87279,0,746,348,R,1,250251206003,25025120600,45,Jamaica Central/South/Sumner,9,Jamaica Plain,2130,6,19,Jamaica Plain,13,9,2-02: Jamaica Plain/Roslindale,0.014381017,9.53129E-06
304,305,250251206001,92706,0,865,401,R,1,250251206001,25025120600,44,Hyde Square,9,Jamaica Plain,2130,6,19,Jamaica Plain,13,9,2-02: Jamaica Plain/Roslindale,0.014664574,1.01244E-05
305,306,250251207001,215079,0,962,434,R,1,250251207001,25025120700,44,Hyde Square,9,Jamaica Plain,2130,8,10,Jamaica Plain,13,9,1-10A: Kenmore/Fenway/Mission Hill,0.02333981,2.34904E-05
306,307,250251207002,82406,0,1052,610,R,1,250251207002,25025120700,46,Jamaica Hills/Pond,9,Jamaica Plain,2130,6,10,Jamaica Plain,13,9,2-02: Jamaica Plain/Roslindale,0.012575847,8.99979E-06
307,308,250251301006,1847072,43239,373,135,P,0,250251301006,25025130100,68,Brook Farm/VFW Parkway,15,West Roxbury,2132,6,20,West Roxbury,5,12,2-06:  West Roxbury/Roslindale,0.061953354,0.000206325
308,309,250251301005,188379,0,655,304,R,1,250251301005,25025130100,68,Brook Farm/VFW Parkway,15,West Roxbury,2132,6,20,West Roxbury,5,12,2-06:  West Roxbury/Roslindale,0.017971293,2.05622E-05
309,310,250251301007,244282,0,842,352,R,1,250251301007,25025130100,68,Brook Farm/VFW Parkway,15,West Roxbury,2132,6,20,West Roxbury,5,12,2-06:  West Roxbury/Roslindale,0.023581925,2.66616E-05
310,311,250250907004,624740,0,651,302,I,0,250250907004,25025090700,13,Columbia Pt/Savin Hill,11,North Dorchester,2125,2,7,Dorchester,6,6,3-03:  North Dorchester,0.035069502,6.82329E-05
311,312,250250907003,117677,0,1153,526,R,1,250250907003,25025090700,13,Columbia Pt/Savin Hill,11,North Dorchester,2125,2,7,Dorchester,6,6,3-03:  North Dorchester,0.015293351,1.28513E-05
312,313,250250904004,74519,0,870,294,R,1,250250904004,25025090400,14,Dudley/Brunswick King,10,Roxbury,2125,7,13,Roxbury,2,7,3-03:  North Dorchester,0.015613737,8.13816E-06
313,314,250250907002,106434,0,1253,644,R,1,250250907002,25025090700,13,Columbia Pt/Savin Hill,11,North Dorchester,2125,2,7,Dorchester,6,6,3-03:  North Dorchester,0.013623784,1.16241E-05
314,315,250250906001,116339,0,1094,351,R,1,250250906001,25025090600,14,Dudley/Brunswick King,10,Roxbury,2119,7,8,Roxbury,2,7,3-03:  North Dorchester,0.015265896,1.27059E-05
315,316,250250907001,223720,0,1218,518,I,0,250250907001,25025090700,13,Columbia Pt/Savin Hill,11,North Dorchester,2125,2,7,Dorchester,6,6,3-03:  North Dorchester,0.020958105,2.44324E-05
316,317,250250911005,66634,0,817,297,R,1,250250911005,25025091100,13,Columbia Pt/Savin Hill,11,North Dorchester,2125,3,13,Dorchester,11,7,3-03:  North Dorchester,0.011020311,7.27666E-06
317,318,250250909011,272466,56272,1627,606,I,0,250250909011,25025090901,13,Columbia Pt/Savin Hill,11,North Dorchester,2125,3,13,Dorchester,6,6,3-03:  North Dorchester,0.027753512,3.59017E-05
318,319,250250910012,347748,0,743,363,I,0,250250910012,25025091001,13,Columbia Pt/Savin Hill,11,North Dorchester,2125,3,15,Dorchester,11,7,3-03:  North Dorchester,0.0343728,3.797E-05
319,320,250250911004,70845,0,713,254,R,1,250250911004,25025091100,13,Columbia Pt/Savin Hill,11,North Dorchester,2125,3,13,Dorchester,11,7,3-03:  North Dorchester,0.010909581,7.73617E-06
320,321,250250911001,110055,0,1395,625,R,1,250250911001,25025091100,13,Columbia Pt/Savin Hill,11,North Dorchester,2125,3,13,Dorchester,11,7,3-03:  North Dorchester,0.017442691,1.20184E-05
321,322,250250911002,99684,0,1007,465,R,1,250250911002,25025091100,13,Columbia Pt/Savin Hill,11,North Dorchester,2125,3,13,Dorchester,11,7,3-03:  North Dorchester,0.013792294,1.08853E-05
322,323,250250911003,76681,0,929,325,R,1,250250911003,25025091100,13,Columbia Pt/Savin Hill,11,North Dorchester,2125,3,13,Dorchester,11,7,3-03:  North Dorchester,0.012609214,8.37366E-06
323,324,250250912001,94930,0,1081,451,R,1,250250912001,25025091200,15,Uphams Corner/Jones Hill,11,North Dorchester,2125,3,7,Dorchester,11,7,3-03:  North Dorchester,0.014708104,1.03669E-05
324,325,250250912003,104107,0,742,296,R,1,250250912003,25025091200,15,Uphams Corner/Jones Hill,11,North Dorchester,2125,7,13,Dorchester,11,7,3-03:  North Dorchester,0.015405287,1.13687E-05
325,326,250250608004,147776,0,1666,943,R,1,250250608004,25025060800,62,D Street/West Broadway,3,South Boston,2127,2,6,South Boston,6,6,3-05:  South Boston,0.023729811,1.61421E-05
326,327,250251001001,194998,0,167,61,P,0,250251001001,25025100100,35,Franklin Field South,13,Mattapan,2124,4,14,Mattapan,3,8,3-07:  South Dorchester,0.019242125,2.1286E-05
327,328,250259803001,2075986,27540,338,2,P,0,250259803001,25025980300,34,Franklin Field North,10,Roxbury,2130,7,12,Roxbury,2,9,2-02: Jamaica Plain/Roslindale,0.066547939,0.000229662
328,329,250250704021,267664,10223,1723,680,D,0,250250704021,25025070402,65,South End - Shawmut,6,South End,2118,2,3,South End,4,4,1-1C: Back Bay/South End/Downtown,0.02485204,3.03598E-05
329,330,250250806012,224465,0,600,220,R,1,250250806012,25025080601,57,Lower Roxbury,10,Roxbury,2120,7,9,Roxbury,2,9,1-10A:  Roxbury,0.025188211,2.45182E-05
330,331,250251401071,492632,0,1832,753,R,1,250251401071,25025140107,40,Stoney Brook/Cleary Square,16,Hyde Park,2136,5,18,Hyde Park,18,12,2-08: Hyde Park,0.041671006,5.37484E-05
331,332,250251201041,110564,0,516,252,P,0,250251201041,25025120104,45,Jamaica Central/South/Sumner,9,Jamaica Plain,2130,6,11,Jamaica Plain,13,9,2-02: Jamaica Plain/Roslindale,0.027336169,1.20715E-05
332,333,250250102031,69143,1185,1144,717,I,0,250250102031,25025010203,33,West Fens,7,Fenway/Kenmore,2215,8,5,Fenway/Kenmore,4,4,1-10A: Kenmore/Fenway/Mission Hill,0.018896894,7.68361E-06
333,334,250250910013,377789,439437,682,335,R,1,250250910013,25025091001,13,Columbia Pt/Savin Hill,11,North Dorchester,2125,3,13,Dorchester,11,7,3-03:  North Dorchester,0.055470988,8.92308E-05
334,335,250250605014,110154,0,631,295,R,1,250250605014,25025060501,60,City Point,3,South Boston,2127,2,6,South Boston,6,6,3-05:  South Boston,0.017365965,1.20329E-05
335,336,250250203031,22111,0,878,693,D,0,250250203031,25025020303,26,Downtown/Central/West End,4,Central,2114,8,3,West End,1,3,1-1B:  Beacon Hill/West End/North End,0.006450661,2.41637E-06
336,337,250250203033,51155,0,1179,789,D,0,250250203033,25025020303,26,Downtown/Central/West End,4,Central,2114,8,3,West End,1,3,1-1B:  Beacon Hill/West End/North End,0.013270324,5.59058E-06
337,338,250251301003,773846,0,520,270,P,0,250251301003,25025130100,68,Brook Farm/VFW Parkway,15,West Roxbury,2132,6,20,West Roxbury,5,12,2-06:  West Roxbury/Roslindale,0.041556924,8.44764E-05
338,339,250251301002,743198,2566,1675,972,P,0,250251301002,25025130100,68,Brook Farm/VFW Parkway,15,West Roxbury,2132,6,20,West Roxbury,5,12,2-06:  West Roxbury/Roslindale,0.039906525,8.14163E-05
339,340,250251301004,264089,0,810,344,R,1,250251301004,25025130100,68,Brook Farm/VFW Parkway,15,West Roxbury,2132,6,20,West Roxbury,5,12,2-06:  West Roxbury/Roslindale,0.024644113,2.88276E-05
340,341,250251301001,283521,0,1031,439,R,1,250251301001,25025130100,68,Brook Farm/VFW Parkway,15,West Roxbury,2132,6,20,West Roxbury,5,12,2-06:  West Roxbury/Roslindale,0.027986067,3.09501E-05
341,342,250251302001,197883,0,590,245,R,1,250251302001,25025130200,68,Brook Farm/VFW Parkway,15,West Roxbury,2132,6,20,West Roxbury,5,9,2-06:  West Roxbury/Roslindale,0.02320728,2.16007E-05
342,343,250251302002,159939,0,880,366,R,1,250251302002,25025130200,68,Brook Farm/VFW Parkway,15,West Roxbury,2132,6,20,West Roxbury,5,12,2-06:  West Roxbury/Roslindale,0.019688762,1.74585E-05
343,344,250251302003,511125,0,1398,606,R,1,250251302003,25025130200,68,Brook Farm/VFW Parkway,15,West Roxbury,2132,6,20,West Roxbury,5,12,2-06:  West Roxbury/Roslindale,0.03655889,5.57915E-05
344,345,250251302005,226624,0,934,408,R,1,250251302005,25025130200,68,Brook Farm/VFW Parkway,15,West Roxbury,2132,6,20,West Roxbury,5,12,2-06:  West Roxbury/Roslindale,0.023431785,2.47353E-05
345,346,250251302004,257084,0,704,289,R,1,250251302004,25025130200,68,Brook Farm/VFW Parkway,15,West Roxbury,2132,6,20,West Roxbury,5,12,2-06:  West Roxbury/Roslindale,0.026590318,2.80606E-05
346,347,250251303005,203365,0,662,283,R,1,250251303005,25025130300,69,Upper Washington/Spring St,15,West Roxbury,2132,6,20,West Roxbury,5,12,2-06:  West Roxbury/Roslindale,0.027612187,2.21947E-05
347,348,250251303003,328016,0,801,295,R,1,250251303003,25025130300,67,Bellevue Hill,15,West Roxbury,2132,6,20,West Roxbury,5,12,2-06:  West Roxbury/Roslindale,0.035001046,3.57991E-05
348,349,250251303002,365075,0,1125,474,R,1,250251303002,25025130300,67,Bellevue Hill,15,West Roxbury,2132,6,20,West Roxbury,5,12,2-06:  West Roxbury/Roslindale,0.027415944,3.98464E-05
349,350,250250912002,124575,0,1411,492,R,1,250250912002,25025091200,15,Uphams Corner/Jones Hill,11,North Dorchester,2125,3,13,Dorchester,11,7,3-03:  North Dorchester,0.019223854,1.36036E-05
350,351,250250913001,105273,0,1368,480,R,1,250250913001,25025091300,15,Uphams Corner/Jones Hill,11,North Dorchester,2125,7,7,Dorchester,2,7,3-03:  North Dorchester,0.015829488,1.14967E-05
351,352,250250914002,148721,0,1069,355,R,1,250250914002,25025091400,14,Dudley/Brunswick King,10,Roxbury,2125,7,13,Roxbury,2,7,3-03:  North Dorchester,0.020754603,1.62406E-05
352,353,250250915001,164417,0,1978,744,R,1,250250915001,25025091500,15,Uphams Corner/Jones Hill,11,North Dorchester,2125,3,13,Dorchester,11,7,3-03:  North Dorchester,0.025175881,1.79538E-05
353,354,250250915002,177352,0,1494,547,R,1,250250915002,25025091500,15,Uphams Corner/Jones Hill,11,North Dorchester,2125,3,15,Dorchester,11,7,3-03:  North Dorchester,0.020850556,1.93657E-05
354,355,250250915003,62397,0,898,362,R,1,250250915003,25025091500,15,Uphams Corner/Jones Hill,11,North Dorchester,2122,3,15,Dorchester,11,7,3-03:  North Dorchester,0.014055016,6.81308E-06
355,356,250250916001,99085,0,1205,445,R,1,250250916001,25025091600,22,Meeting Housing Hill,12,South Dorchester,2122,3,15,Dorchester,11,7,3-03:  North Dorchester,0.016304306,1.08186E-05
356,357,250250916002,118082,0,1273,413,R,1,250250916002,25025091600,22,Meeting Housing Hill,12,South Dorchester,2122,3,15,Dorchester,11,7,3-03:  North Dorchester,0.015621106,1.28928E-05
357,358,250250916003,95531,0,660,307,R,1,250250916003,25025091600,22,Meeting Housing Hill,12,South Dorchester,2122,3,15,Dorchester,11,7,3-03:  North Dorchester,0.01779318,1.04302E-05
358,359,250250917003,54173,0,775,244,R,1,250250917003,25025091700,22,Meeting Housing Hill,12,South Dorchester,2122,4,15,Dorchester,11,7,3-03:  North Dorchester,0.011941028,5.91459E-06
359,360,250250917002,78459,0,988,337,R,1,250250917002,25025091700,22,Meeting Housing Hill,12,South Dorchester,2122,3,15,Dorchester,11,7,3-03:  North Dorchester,0.011919947,8.56638E-06
360,361,250250917001,156693,0,1306,469,R,1,250250917001,25025091700,22,Meeting Housing Hill,12,South Dorchester,2122,3,15,Dorchester,11,7,3-03:  North Dorchester,0.021824535,1.71079E-05
361,362,250250918003,188196,0,933,357,R,1,250250918003,25025091800,17,Bowdoin North/MtBowdoin,12,South Dorchester,2121,4,15,Dorchester,11,7,3-03:  North Dorchester,0.02205965,2.05482E-05
362,363,250250918002,89288,0,1002,340,R,1,250250918002,25025091800,17,Bowdoin North/MtBowdoin,12,South Dorchester,2125,4,15,Dorchester,11,7,3-03:  North Dorchester,0.015981287,9.74907E-06
363,364,250250918001,154577,0,1517,517,R,1,250250918001,25025091800,17,Bowdoin North/MtBowdoin,12,South Dorchester,2125,3,15,Dorchester,11,7,3-03:  North Dorchester,0.017997412,1.68783E-05
364,365,250250924004,126337,0,1142,413,R,1,250250924004,25025092400,35,Franklin Field South,13,Mattapan,2124,4,14,Mattapan,3,8,3-07:  South Dorchester,0.014695193,1.37918E-05
365,366,250250924005,70844,0,721,276,R,1,250250924005,25025092400,34,Franklin Field North,10,Roxbury,2124,4,14,Roxbury,3,7,3-07:  South Dorchester,0.011937413,7.73389E-06
366,367,250250921013,497069,64101,729,321,R,1,250250921013,25025092101,20,Fields Corner East,12,South Dorchester,2122,3,16,Dorchester,11,7,3-07:  South Dorchester,0.043955943,6.12657E-05
367,368,250251101035,186130,0,1440,666,R,1,250251101035,25025110103,43,Forest Hills/Woodbourne,14,Roslindale,2130,6,19,Roslindale,13,12,2-02: Jamaica Plain/Roslindale,0.023487999,2.03199E-05
368,369,250250511013,426959,622949,1537,621,I,0,250250511013,25025051101,29,Harbor View/Orient Heights,1,East Boston,2128,1,1,East Boston,7,1,1-09:  East Boston,0.060415425,0.000114772
369,370,250251304063,160832,0,573,264,R,1,250251304063,25025130406,69,Upper Washington/Spring St,15,West Roxbury,2132,6,20,West Roxbury,5,12,2-06:  West Roxbury/Roslindale,0.01745401,1.75473E-05
370,371,250251304043,133423,0,361,143,R,1,250251304043,25025130404,69,Upper Washington/Spring St,15,West Roxbury,2132,6,20,West Roxbury,5,12,2-06:  West Roxbury/Roslindale,0.01616951,1.45573E-05
371,372,250251401052,259390,0,1316,437,R,1,250251401052,25025140105,41,West St/River St,16,Hyde Park,2136,5,18,Hyde Park,18,12,2-08: Hyde Park,0.022204008,2.83036E-05
372,373,250250708002,60250,0,1040,579,I,0,250250708002,25025070800,64,South End - Columbus,6,South End,2118,7,9,South End,4,4,1-10A:  Roxbury,0.010900896,6.58202E-06
373,374,250250408013,412850,338688,2011,1296,P,0,250250408013,25025040801,11,Thompson Sq/Bunker Hill,2,Charlestown,2129,1,2,Charlestown,15,3,1-1A:  Charlestown,0.038076491,8.21454E-05
374,375,250251303004,240615,0,983,417,R,1,250251303004,25025130300,69,Upper Washington/Spring St,15,West Roxbury,2132,6,20,West Roxbury,5,12,2-06:  West Roxbury/Roslindale,0.020909673,2.6258E-05
375,376,250251304062,650883,0,2311,1010,R,1,250251304062,25025130406,69,Upper Washington/Spring St,15,West Roxbury,2132,6,20,West Roxbury,5,12,2-06:  West Roxbury/Roslindale,0.038820881,7.10173E-05
376,377,250251304041,1192857,35273,1892,864,R,1,250251304041,25025130404,69,Upper Washington/Spring St,15,West Roxbury,2132,6,20,West Roxbury,5,12,2-06:  West Roxbury/Roslindale,0.048792256,0.000134019
377,378,250251304042,276325,0,648,315,R,1,250251304042,25025130404,69,Upper Washington/Spring St,15,West Roxbury,2132,6,20,West Roxbury,5,12,2-06:  West Roxbury/Roslindale,0.023368765,3.01509E-05
378,379,250251304022,821996,169597,781,429,P,0,250251304022,25025130402,69,Upper Washington/Spring St,15,West Roxbury,2132,6,20,West Roxbury,5,12,2-06:  West Roxbury/Roslindale,0.069891226,0.000108215
379,380,250251304021,332413,0,1080,604,R,1,250251304021,25025130402,69,Upper Washington/Spring St,15,West Roxbury,2132,6,20,West Roxbury,5,12,2-06:  West Roxbury/Roslindale,0.026553929,3.62776E-05
380,381,250251304025,228301,0,815,359,R,1,250251304025,25025130402,69,Upper Washington/Spring St,15,West Roxbury,2132,6,20,West Roxbury,5,12,2-06:  West Roxbury/Roslindale,0.022732019,2.49135E-05
381,382,250251304024,275730,0,903,352,R,1,250251304024,25025130402,69,Upper Washington/Spring St,15,West Roxbury,2132,6,20,West Roxbury,5,12,2-06:  West Roxbury/Roslindale,0.025284531,3.00861E-05
382,383,250251401022,565688,42113,908,417,R,1,250251401022,25025140102,39,Readville,16,Hyde Park,2136,5,18,Hyde Park,18,12,2-08: Hyde Park,0.042608623,6.62988E-05
383,384,250250919003,171800,0,1522,551,R,1,250250919003,25025091900,18,Codman Sq/East Codman Hill,12,South Dorchester,2121,4,14,Dorchester,3,7,3-03:  North Dorchester,0.019202186,1.8756E-05
384,385,250250919002,99935,0,709,280,R,1,250250919002,25025091900,17,Bowdoin North/MtBowdoin,12,South Dorchester,2121,4,14,Dorchester,11,7,3-03:  North Dorchester,0.017956841,1.09106E-05
385,386,250250919004,69071,0,587,220,R,1,250250919004,25025091900,18,Codman Sq/East Codman Hill,12,South Dorchester,2124,4,17,Dorchester,3,8,3-03:  North Dorchester,0.010855355,7.54049E-06
386,387,250250919001,141179,0,1042,329,R,1,250250919001,25025091900,17,Bowdoin North/MtBowdoin,12,South Dorchester,2121,4,14,Dorchester,11,7,3-03:  North Dorchester,0.017635851,1.54138E-05
387,388,250250920003,112771,0,881,300,R,1,250250920003,25025092000,21,Fields Corner West,12,South Dorchester,2124,4,17,Dorchester,11,7,3-03:  North Dorchester,0.022528496,1.23115E-05
388,389,250250920004,75915,0,940,323,R,1,250250920004,25025092000,21,Fields Corner West,12,South Dorchester,2124,4,15,Dorchester,11,7,3-03:  North Dorchester,0.013440588,8.2883E-06
389,390,250250920001,120374,0,1374,492,R,1,250250920001,25025092000,22,Meeting Housing Hill,12,South Dorchester,2122,3,15,Dorchester,11,7,3-03:  North Dorchester,0.018087646,1.31422E-05
390,391,250250920002,180677,0,1750,578,R,1,250250920002,25025092000,21,Fields Corner West,12,South Dorchester,2124,4,17,Dorchester,11,7,3-03:  North Dorchester,0.026893042,1.97247E-05
391,392,250250921012,174657,0,1105,387,R,1,250250921012,25025092101,20,Fields Corner East,12,South Dorchester,2122,3,15,Dorchester,11,7,3-03:  North Dorchester,0.018824592,1.90687E-05
392,393,250250922002,106856,0,776,271,R,1,250250922002,25025092200,24,St Marks,12,South Dorchester,2124,3,16,Dorchester,11,8,3-07:  South Dorchester,0.014453113,1.16649E-05
393,394,250250921015,212641,0,2496,881,R,1,250250921015,25025092101,24,St Marks,12,South Dorchester,2122,3,16,Dorchester,11,7,3-07:  South Dorchester,0.022233147,2.32132E-05
394,395,250250921014,227454,0,1008,398,R,1,250250921014,25025092101,20,Fields Corner East,12,South Dorchester,2122,3,16,Dorchester,11,7,3-07:  South Dorchester,0.024377761,2.48314E-05
395,396,250250921011,180145,0,1113,467,R,1,250250921011,25025092101,23,Neponset/Port Norfolk,12,South Dorchester,2122,3,16,Dorchester,11,8,3-07:  South Dorchester,0.023359746,1.96657E-05
396,397,250250922001,195404,0,911,307,R,1,250250922001,25025092200,21,Fields Corner West,12,South Dorchester,2124,3,16,Dorchester,11,8,3-07:  South Dorchester,0.019049801,2.13324E-05
397,398,250250922003,123664,0,748,279,R,1,250250922003,25025092200,24,St Marks,12,South Dorchester,2124,4,17,Dorchester,11,8,3-07:  South Dorchester,0.018201178,1.34994E-05
398,399,250250922004,155380,0,914,370,R,1,250250922004,25025092200,21,Fields Corner West,12,South Dorchester,2124,4,17,Dorchester,11,8,3-07:  South Dorchester,0.018352433,1.69621E-05
399,400,250251401021,204084,0,1186,395,R,1,250251401021,25025140102,38,Georgetown,16,Hyde Park,2136,5,18,Hyde Park,18,12,2-08: Hyde Park,0.019927667,2.22638E-05
400,401,250250509013,325505,194139,918,309,R,1,250250509013,25025050901,28,Eagle Hill,1,East Boston,2128,1,1,East Boston,7,1,1-09:  East Boston,0.044392824,5.68063E-05
401,402,250250501012,114187,184516,1472,632,R,1,250250501012,25025050101,28,Eagle Hill,1,East Boston,2128,1,1,East Boston,7,1,1-09:  East Boston,0.025295071,3.26525E-05
402,403,250250104043,38526,0,916,447,I,0,250250104043,25025010404,31,Fenway,7,Fenway/Kenmore,2115,7,4,Fenway/Kenmore,4,4,1-10A: Kenmore/Fenway/Mission Hill,0.009571427,4.20879E-06
403,404,250251401023,515204,0,860,355,R,1,250251401023,25025140102,39,Readville,16,Hyde Park,2136,5,18,Hyde Park,18,12,2-08: Hyde Park,0.030488492,5.61936E-05
404,405,250251401024,795088,33205,1447,487,P,0,250251401024,25025140102,38,Georgetown,16,Hyde Park,2136,5,18,Hyde Park,18,12,2-08: Hyde Park,0.043204953,9.03576E-05
405,406,250251404001,74468,0,654,319,R,1,250251404001,25025140400,41,West St/River St,16,Hyde Park,2126,5,18,Hyde Park,18,8,2-08: Hyde Park,0.013257366,8.12555E-06
406,407,250251402011,557675,41762,1089,547,R,1,250251402011,25025140201,39,Readville,16,Hyde Park,2136,5,18,Hyde Park,18,12,2-08: Hyde Park,0.05261874,6.53837E-05
407,408,250251402012,771396,44538,983,388,R,1,250251402012,25025140201,39,Readville,16,Hyde Park,2136,5,18,Hyde Park,18,12,2-08: Hyde Park,0.044006885,8.89867E-05
408,409,250251402025,287688,0,720,271,R,1,250251402025,25025140202,37,Fairmount Hills,16,Hyde Park,2136,5,18,Hyde Park,18,12,2-08: Hyde Park,0.022413366,3.13838E-05
409,410,250251402022,265354,0,1456,520,R,1,250251402022,25025140202,37,Fairmount Hills,16,Hyde Park,2136,5,18,Hyde Park,18,12,2-08: Hyde Park,0.025205492,2.89444E-05
410,411,250251402021,238151,0,916,349,R,1,250251402021,25025140202,37,Fairmount Hills,16,Hyde Park,2136,5,18,Hyde Park,18,12,2-08: Hyde Park,0.02195453,2.59783E-05
411,412,250251404002,191023,0,1003,357,R,1,250251404002,25025140400,41,West St/River St,16,Hyde Park,2126,5,18,Hyde Park,18,8,2-08: Hyde Park,0.01829755,2.08438E-05
